term,mean_tfidf
general aramburu,0.004973824081890772
fin,0.004971160345790883
informativa vista,0.004970879161620451
decreto,0.004966895225963436
sería,0.004966737955678233
mismos,0.004950823880652122
central,0.00493424797826216
adjunto,0.004933426259391201
recibir,0.004926070777387019
frente,0.0049065911234703104
días febrero,0.004906086211642846
presente,0.004901957490266756
expresa,0.004898094049038517
existencia,0.004896546275251922
tensiones,0.004893831273141065
ministerio defensa,0.004885289325787473
representantes,0.004878834440698262
destinado,0.004872190387485792
pueda,0.0048717419115036215
respuesta,0.004847300709424566
consideración,0.0048446951462386475
actuaciones,0.004843891596467493
señor teniente,0.004842605272500616
nunca,0.004840959580044621
providencia,0.004840528650580669
sección,0.004840175341468734
baja,0.0048334862437250286
primero,0.004831313357075237
rebelión,0.00482260160504712
excmo ministro,0.004818609042137961
habló,0.004815182239372865
petición,0.004812413585803043
cortes,0.004811265476095926
misión,0.004807025384188073
calvo,0.004804223006176031
palace,0.004791537951445975
patrocinado,0.00478509201354161
hombre,0.004783149412841886
guardias civiles,0.004774235840058029
corriente,0.004773225475498348
defensor teniente,0.004763848298310746
efe,0.004761328417480128
tve,0.004757190525295578
sistema,0.004756892994826898
incidencias,0.004754332627751133
acaecidos,0.00475421989730659
contactos,0.004747352218291124
posibilidad,0.004733654086805063
monge,0.004732435357172808
día ayer,0.004730371001588029
pública,0.004727242172348511
comunicación,0.004726279603545203
derecho,0.004724481080378114
noticia,0.0047200076137114315
instructor,0.004711005228373107
voz,0.004709777713311797
normalidad,0.004693351408113957
acordado,0.004691668673629372
real decreto,0.0046909271195731085
calvo sotelo,0.004687661118999838
sotelo,0.004687661118999838
ocupación,0.004682576439988585
sanchez valiente,0.004672712951537081
assembleia,0.004672639469356584
comisiones militares,0.0046554065041478805
comandancia,0.004645062525511579
jefatura,0.0046412568308331825
medidas,0.004638211592335116
primer,0.004633944326297541
unas,0.004628539174970636
guerra,0.004618432788653454
siendo,0.0045950518765327745
mandos,0.004588731151066545
seccion,0.004587499959071663
der,0.004584306619358523
encuentra,0.004575871275006599
condiciones,0.004573329746695574
puesto,0.004571934133620625
responsabilidad,0.004559331204942203
manuel,0.004552838252133932
domicilio,0.004541386569434175
igualmente,0.0045408351413797725
tejero molina,0.004540420290865554
debido,0.004540095364258455
reciba,0.004535093617972279
presidente gobierno,0.004533529067908746
propio,0.004533482041451941
cte cortina,0.004530044147122531
cortina prieto,0.00452437746587687
molina,0.004521945723428859
demostrar,0.004521519992520833
alexander haig,0.0045212510078205
general miláns,0.0045210384301111895
conocía,0.004520754118196821
perez,0.004517128943073907
capitanes,0.00451227665251667
hombres,0.0045085707824503735
alexander,0.004507479485506326
prisión militar,0.004506409969859801
ocasión,0.00449167860539949
paisano,0.0044898421313819565
martin,0.004485065397025453
teniente guardia,0.004481149258014768
intención,0.004480870070588119
existe,0.004478051127072068
com,0.0044758792330061485
asimismo,0.004466862891669699
personales,0.004452382709293407
democráticos,0.004452343580305381
sanz,0.0044378760801235305
últimos,0.004412316656950931
alonso,0.004399985168619519
dicha,0.004390237568045315
parlamento,0.004381495968131852
únicamente,0.004379507934170136
final,0.004377147335514773
capital,0.004375617841019366
segunda,0.004365036785457773
fué,0.00436144554384279
actividad,0.004359333381614605
conocer,0.004359239964653862
además,0.004344984885867637
fascista,0.004343509780508443
supone,0.004336076377007871
secreto,0.004327327244886233
calificación,0.0043238106552054255
cuartel,0.004307496809196003
monarquía,0.004302398323213013
capitán navío,0.00429800997004471
dirigido,0.0042966520058446735
sociedad,0.004294896074742564
batista,0.004294414317547247
instrucciones,0.004283267238075357
cosa,0.004282181439637642
conducta,0.004272880356999238
entonces,0.0042722082616039585
actividades,0.004267555063079321
consejeros,0.0042630961096223365
eleva,0.004262122957943279
meses,0.0042606185136554765
obediencia debida,0.004251180593139791
salir,0.004244717186787261
visto,0.00424301109087447
pueblo español,0.004236146150958535
sector,0.0042317991925665275
manifestó,0.004230001054806292
defensa gabinete,0.004214379271005597
control,0.004208561797436899
mundo,0.004202504521817091
vehículos,0.004199896156418509
normal,0.004191918448110779
semana,0.004188463670244292
serie,0.004179513221705084
especial designado,0.0041792893480544985
providencia día,0.0041792893480544985
justicia providencia,0.0041792893480544985
madrid abril,0.0041764090048913936
cid,0.004168956978174797
futuro,0.004166442696851694
diario,0.004164594782484828
civil don,0.004164479812156989
pretende,0.004163595080200908
curso,0.004160934344164127
palabra,0.004160226584633906
carrés,0.004158748776444262
uso,0.004153965657762702
